conceptId,domain,subdomain,concept,objectiveId,learningObjective,questionType,difficulty,examWeight,marylandSpecific,questionTarget,status,sourceBasis,generationPrompt
md-lh-0010,Insurance Regulation,Licensing,Change of address reporting,md-lh-0010-obj-4,"Determine whether Change of address reporting is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,Yes,35,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Change of address reporting' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0010,Insurance Regulation,Licensing,Change of address reporting,md-lh-0010-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Change of address reporting.",Trap/Distractor,Hard,High,Yes,35,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Change of address reporting' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0010,Insurance Regulation,Licensing,Change of address reporting,md-lh-0010-obj-6,"Apply Maryland-specific or federal rules that may affect Change of address reporting, when applicable.",Maryland/Federal Rule,Prometric,High,Yes,17,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Change of address reporting' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0011,Insurance Regulation,Licensing,License denial or revocation,md-lh-0011-obj-1,Define License denial or revocation and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,Yes,17,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'License denial or revocation' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0011,Insurance Regulation,Licensing,License denial or revocation,md-lh-0011-obj-2,Identify License denial or revocation when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,Yes,35,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'License denial or revocation' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0011,Insurance Regulation,Licensing,License denial or revocation,md-lh-0011-obj-3,"Compare License denial or revocation with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,Yes,17,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'License denial or revocation' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0011,Insurance Regulation,Licensing,License denial or revocation,md-lh-0011-obj-4,"Determine whether License denial or revocation is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,Yes,35,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'License denial or revocation' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0011,Insurance Regulation,Licensing,License denial or revocation,md-lh-0011-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving License denial or revocation.",Trap/Distractor,Hard,High,Yes,35,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'License denial or revocation' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0011,Insurance Regulation,Licensing,License denial or revocation,md-lh-0011-obj-6,"Apply Maryland-specific or federal rules that may affect License denial or revocation, when applicable.",Maryland/Federal Rule,Prometric,High,Yes,17,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'License denial or revocation' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0012,Insurance Regulation,Licensing,Administrative penalties,md-lh-0012-obj-1,Define Administrative penalties and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,Yes,17,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Administrative penalties' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0012,Insurance Regulation,Licensing,Administrative penalties,md-lh-0012-obj-2,Identify Administrative penalties when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,Yes,35,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Administrative penalties' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0012,Insurance Regulation,Licensing,Administrative penalties,md-lh-0012-obj-3,"Compare Administrative penalties with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,Yes,17,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Administrative penalties' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0012,Insurance Regulation,Licensing,Administrative penalties,md-lh-0012-obj-4,"Determine whether Administrative penalties is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,Yes,35,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Administrative penalties' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0012,Insurance Regulation,Licensing,Administrative penalties,md-lh-0012-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Administrative penalties.",Trap/Distractor,Hard,High,Yes,35,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Administrative penalties' under Insurance Regulation > Licensing. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
